0	180
1	0
2	1
3	0
4	1
5	0
6	1
7	0
8	1
9	0
10	1
11	0
12	1
13	0
14	1
15	0
16	0
17	0
18	0
19	1
20	0
21	1
22	0
23	0
24	1
25	0
26	1
27	0
28	0
29	1
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	2
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	1
49	1
50	0
51	0
52	0
53	1
54	1
55	1
56	0
57	0
58	1
59	0
60	1
61	0
62	1
63	0
64	1
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	1
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	1
81	0
82	0
83	0
84	0
85	0
86	0
87	1
88	1
89	0
90	0
91	1
92	0
93	1
94	0
95	0
96	2
97	0
98	1
99	0
100	0
101	1
102	0
103	0
104	1
105	0
106	0
107	1
108	0
109	0
110	1
111	0
112	0
113	0
114	1
115	0
116	0
117	1
118	0
119	0
120	2
121	0
122	1
123	2
124	1
125	1
126	1
127	1
128	2
129	5
130	4
131	4
132	11
133	1
134	18
135	38
136	31
137	0
138	1
139	0
140	0
141	0
142	0
143	0
144	0
145	0
146	7
147	12
148	15
149	18
150	15
151	9
152	7
153	4
154	2
155	1
156	0
157	1
158	2
159	1
160	0
161	1
162	0
163	1
164	1
165	1
166	0
167	1
168	1
169	1
170	0
171	0
172	1
173	2
174	2
175	1
176	15
177	16
178	24
179	9
180	0
181	1
182	1
183	4
184	2
185	2
186	4
187	4
188	4
189	14
190	19
191	15
192	21
193	0
194	1
195	0
196	2
197	1
198	1
199	0
200	0
201	1
202	1
203	1
204	0
205	0
206	0
207	1
208	0
209	0
210	0
211	0
212	0
213	0
214	0
215	0
216	0
217	0
218	0
219	0
220	0
221	0
222	0
223	0
224	1
225	0
226	0
227	0
228	0
229	0
230	0
231	0
232	1
233	0
234	0
235	0
236	0
237	0
238	0
239	0
240	1
241	0
242	0
243	0
244	0
245	0
246	0
247	0
248	4
249	7
250	8
251	1
252	2
253	9
254	104
255	12
