0	145
1	145
2	146
3	146
4	147
5	147
6	148
7	148
8	149
9	149
10	150
11	150
12	151
13	151
14	152
15	152
16	152
17	152
18	152
19	153
20	153
21	154
22	154
23	154
24	153
25	153
26	154
27	154
28	154
29	155
30	155
31	155
32	155
33	155
34	155
35	155
36	155
37	155
38	155
39	155
40	157
41	157
42	157
43	157
44	157
45	157
46	157
47	157
48	156
49	155
50	155
51	155
52	155
53	156
54	157
55	158
56	158
57	158
58	159
59	159
60	160
61	160
62	161
63	161
64	162
65	162
66	162
67	162
68	162
69	162
70	162
71	162
72	161
73	161
74	161
75	161
76	161
77	161
78	161
79	161
80	160
81	160
82	160
83	160
84	160
85	160
86	160
87	161
88	162
89	162
90	162
91	163
92	163
93	164
94	164
95	164
96	162
97	162
98	163
99	163
100	163
101	164
102	164
103	164
104	165
105	165
106	165
107	166
108	166
109	166
110	167
111	167
112	167
113	167
114	168
115	168
116	168
117	169
118	169
119	169
120	171
121	171
122	172
123	174
124	175
125	176
126	177
127	178
128	180
129	184
130	181
131	184
132	192
133	191
134	204
135	231
136	253
137	253
138	254
139	254
140	254
141	254
142	254
143	254
144	254
145	254
146	249
147	240
148	229
149	216
150	205
151	198
152	203
153	200
154	198
155	197
156	197
157	198
158	196
159	195
160	195
161	194
162	194
163	193
164	192
165	191
166	191
167	190
168	189
169	190
170	190
171	190
172	189
173	187
174	185
175	184
176	173
177	161
178	144
179	137
180	137
181	138
182	137
183	134
184	136
185	134
186	131
187	128
188	131
189	141
190	155
191	166
192	181
193	181
194	180
195	180
196	178
197	177
198	176
199	176
200	176
201	177
202	178
203	179
204	179
205	179
206	179
207	178
208	178
209	178
210	178
211	178
212	178
213	178
214	178
215	178
216	178
217	178
218	178
219	178
220	178
221	178
222	178
223	178
224	177
225	177
226	177
227	177
228	177
229	177
230	177
231	177
232	176
233	176
234	176
235	176
236	176
237	176
238	176
239	176
240	177
241	177
242	177
243	177
244	177
245	177
246	177
247	177
248	174
249	179
250	173
251	174
252	176
253	169
254	243
255	252
