0	111
1	111
2	111
3	110
4	112
5	113
6	113
7	113
8	114
9	113
10	112
11	113
12	113
13	113
14	113
15	114
16	114
17	114
18	114
19	114
20	115
21	114
22	115
23	114
24	115
25	115
26	116
27	115
28	116
29	115
30	115
31	116
32	116
33	116
34	117
35	117
36	117
37	117
38	117
39	118
40	117
41	118
42	118
43	119
44	119
45	118
46	119
47	119
48	119
49	120
50	119
51	119
52	120
53	119
54	119
55	121
56	120
57	119
58	120
59	120
60	120
61	121
62	121
63	121
64	120
65	120
66	120
67	120
68	120
69	121
70	122
71	122
72	122
73	121
74	122
75	122
76	121
77	122
78	122
79	122
80	123
81	123
82	123
83	122
84	123
85	122
86	123
87	123
88	123
89	124
90	124
91	124
92	124
93	123
94	123
95	124
96	124
97	124
98	125
99	125
100	124
101	124
102	125
103	124
104	124
105	124
106	125
107	124
108	124
109	124
110	124
111	125
112	125
113	125
114	125
115	124
116	125
117	126
118	126
119	126
120	126
121	125
122	125
123	126
124	126
125	126
126	126
127	126
128	126
129	126
130	127
131	126
132	127
133	127
134	126
135	127
136	127
137	127
138	127
139	126
140	126
141	126
142	126
143	127
144	128
145	128
146	127
147	127
148	127
149	128
150	128
151	128
152	128
153	128
154	128
155	129
156	128
157	129
158	129
159	128
160	128
161	128
162	128
163	127
164	127
165	127
166	127
167	128
168	129
169	129
170	129
171	128
172	128
173	129
174	129
175	129
176	129
177	128
178	129
179	129
180	129
181	129
182	130
183	130
184	129
185	128
186	129
187	129
188	130
189	130
190	129
191	129
192	129
193	130
194	129
195	129
196	128
197	130
198	131
199	130
200	129
201	130
202	130
203	129
204	130
205	131
206	131
207	130
208	130
209	130
210	130
211	130
212	131
213	130
214	130
215	130
216	130
217	129
218	130
219	129
220	130
221	131
222	130
223	130
224	131
225	130
226	131
227	131
228	130
229	130
230	130
231	130
232	130
233	130
234	131
235	131
236	130
237	131
238	130
239	131
240	130
241	131
242	131
243	131
244	132
245	131
246	131
247	131
248	131
249	130
250	131
251	130
252	130
253	131
254	130
255	130
256	130
257	130
258	131
259	130
260	130
261	130
262	130
263	131
264	131
265	131
266	131
267	130
268	129
269	130
270	131
271	131
272	130
273	131
274	130
275	130
276	131
277	130
278	130
279	131
280	131
281	130
282	130
283	131
284	130
285	130
286	130
287	130
288	131
289	131
290	131
291	130
292	130
293	130
294	130
295	131
296	130
297	130
298	129
299	130
300	130
301	129
302	129
303	130
304	130
305	130
306	129
307	130
308	131
309	130
310	129
311	130
312	130
313	130
314	130
315	131
316	130
317	129
318	129
319	129
320	129
321	130
322	129
323	130
324	130
325	130
326	130
327	129
328	129
329	130
330	131
331	129
332	129
333	130
334	130
335	130
336	129
337	130
338	130
339	130
340	129
341	129
342	129
343	129
344	129
345	129
346	129
347	129
348	129
349	129
350	129
351	129
352	129
353	129
354	128
355	129
356	129
357	129
358	129
359	129
360	128
361	129
362	129
363	129
364	129
365	128
366	128
367	129
368	129
369	129
370	128
371	128
372	128
373	127
374	129
375	128
376	128
377	128
378	128
379	128
380	128
381	128
382	128
383	128
384	128
385	128
386	128
387	128
388	128
389	127
390	127
391	127
392	127
393	127
394	127
395	127
396	128
397	127
398	128
399	127
400	128
401	128
402	127
403	127
404	126
405	126
406	127
407	127
408	127
409	126
410	127
411	126
412	126
413	128
414	127
415	127
416	127
417	126
418	126
419	127
420	127
421	126
422	126
423	126
424	125
425	126
426	125
427	125
428	125
429	126
430	126
431	125
432	125
433	124
434	125
435	124
436	125
437	124
438	125
439	124
440	124
441	125
442	125
443	125
444	124
445	125
446	125
447	124
448	124
449	124
450	123
451	124
452	123
453	122
454	122
455	122
456	122
457	122
458	122
459	122
460	123
461	122
462	122
463	122
464	123
465	122
466	122
467	122
468	121
469	122
470	122
471	122
472	122
473	122
474	121
475	120
476	121
477	122
478	121
479	121
480	120
481	121
482	121
483	120
484	121
485	120
486	120
487	119
488	119
489	119
490	119
491	119
492	120
493	120
494	119
495	119
496	119
497	119
498	119
499	118
500	118
501	117
502	117
503	118
504	117
505	117
506	116
507	117
508	117
509	117
510	116
511	116
